Unique_ID,Body_Text,Has_Bespoke
URS-149,"Shift: Discard an item card (You may discard an item card to play this on top of one of your characters named Olaf.)
Carrots All Around!: Whenever he quests, each of your other characters gets +{s} equal to this character's {s} this turn.",1
URS-150,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",0
URS-151,"Colorful Tactics: When you play this character, look at the top 3 cards of your deck and put them back in any order.",1
URS-152,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
Best Defense: Whenever one of your characters is chosen for Support, they gain Resist +1 this turn. (Damage dealt to them is reduced by 1.)",1
URS-153,"Perceptive Partner: While you have a character named Pascal in play, this character gains Ward. (Opponents can't choose them except to challenge.)",1
URS-154,"let Me See: When you play this character, look at the top 4 cards of your deck. You may reveal an item card and put it into your hand. Put the rest on the bottom of your deck in any order.",1
URS-155,NA,0
URS-156,"Consult the Spellbook: {e} - Look at the top 4 cards of your deck. You may reveal an item card and put it into your hand. If that item costs 3 or less, you may play it for free instead and it enters play exerted. Put the rest on the bottom of your deck in any order.",1
URS-157,"A Culinary Masterpiece: When you play this character, remove up to 2 damage from chosen character.",1
URS-158,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Triton.)
Imposing Presence: Opposing characters get -1 {s} for each location you have in play.",1
URS-159,"Consign to the Depths: {e}, Banish one of your items - Gain 3 lore.",1
URS-160,"Superior Swimmer: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)
Keeper of Atlantica: Whenever one of your locations is banished, you may put that card into your inkwell facedown and exerted.",1
URS-161,NA,0
URS-171,"Shift: Discard a location card (You may discard a location card to play this on top of one of your characters named Aladdin.)
Crashing Though: Whenever this character quests, you may banish chosen item.",1
URS-172,NA,0
URS-173,NA,0
URS-174,"I Want More: Whenever you play a song, you may draw a card, then choose and discard a card.",1
URS-175,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Ariel.)
Amplified Voice: Whenever you play a song, you may pay 2{i} to deal 3 damage to chosen character.",1
URS-176,Resist +1 (Damage dealt to this character is reduced by 1.),0
URS-177,"Overly Cautious: While this character has no damage, he gets +2{l}.",1
URS-178,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),0
URS-179,"Boarding Party: During your turn, whenever this character banishes a character in a challenge, your other characters get +1 {l} this turn.",1
URS-180,"Bodyguard (This character may enter play exerted. An opposing character who challenges on of your characters must chose one with Bodyguard if able.)
Resist +1 (Damage dealt to this character is reduced by 1)",1
URS-181,"I Learned From the Best: During your turn, you may play this character for free if an opposing character was banished in a challenge this turn.",1
URS-182,NA,0
URS-183,Full of Spirit: Your Hero characters get +1{s}.,1
URS-184,"I'm the Strong One: While you have another character in play, this character gets +2{s}.",1
URS-185,"Winged for a Day: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",1
URS-186,"Resist +1 (Damage dealt to this character is reduced by 1.)
Army of Brooms: This character gets +2{s} for each other character named Magic Broom you have in play",1
URS-187,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named Mickey Mouse.)
Resist +1 (Damage dealt to this character is reduced by 1.)
Sweep Away: When you play this character, deal damage to chosen character equal to the number of Broom characters you have in play.",1
URS-188,"Stand Strong: When you play this character, chosen character gains Challenger +2 this turn. (They gain +2{s} while challenging.)",1
URS-189,NA,0
URS-190,"You Gotta Stay Focused: Your Hero characters gain Challenger +1 (They get +1{s} while challenging)
Shameless Promoter: Whenever you play a Hero character, gain 1 lore.",1
URS-191,"Resist +1 (Damage dealt to this character is reduced by 1.)
Not So Small Anymore: While you have no cards in your hand, this character can challenge ready characters.",1
URS-192,"Steady Gaze: While you have no cards in your hand, characters with cost 4 or less can't  challenge this character.",1
URS-193,"Challenger +2 (While challenging, this character gets +2{s}.)
Resist +2 (Damage dealt to this character is reduced by 2.)
You Gave it Your Best: During your turn, whenever this character banishes another character in a challenge, you may draw a card.",1
URS-194,"Challenger +2 (While challenging, this character gets +2{s})",0
