Artist,Set_Name,Classifications,Date_Added,Keywords,Set_Num,Color,Franchise,Image,Cost,Inkable,Name,Type,Lore,Rarity,Flavor_Text,Unique_ID,Card_Num,Body_Text,Willpower,Date_Modified,Strength,Set_ID,Gamemode,Card_Variants,Move_Cost,StrengthPlusWillpower,keyword_NA,keyword_Support,keyword_Shift,keyword_Evasive,keyword_Challenger,keyword_Rush,keyword_Ward,keyword_Resist,keyword_Bodyguard,keyword_Singer,keyword_Reckless,Has_Keywords,Has_Bespoke,Basic_Cost,Keyword_Cost,Bespoke_Cost,is_meta,res
"Jennifer Park, Ellie Harie",Into the Inklands,"Floodborn, Mentor",2024-02-23T12:00,"Shift 5, ",3,Sapphire,,https://lorcana-api.com/images/gramma_tala/spirit_of_the_ocean/gramma_tala-spirit_of_the_ocean-large.png,7,TRUE,Gramma Tala - Spirit of the Ocean,Character,2,Legendary,"She will always be with you, no matter how far your journey takes you.",INK-143,143,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Gramma Tala.)

Do You Know Who You Are? - Whenever a card is put into your inkwell, gain 1 lore.",8,2024-07-01 19:27:17.0,4,INK,Lorcana,"(enchanted, placeholder)",NA,12,0,0,2,0,0,0,0,0,0,0,0,TRUE,1,5.903240740903227,0.6379826842402374,0.458776574856536,FALSE,NA
"C?cile Carre, Anna Stosik",Into the Inklands,"Storyborn, Mentor",2024-02-23T12:00,,3,Sapphire,,https://lorcana-api.com/images/gramma_tala/keeper_of_ancient_stories/gramma_tala-keeper_of_ancient_stories-large.png,4,TRUE,Gramma Tala - Keeper of Ancient Stories,Character,1,Common,"Listen with your whole heart, and the ancestors will guide you.",INK-142,142,"There Was Only Ocean - When you play this character, look at the top 2 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.",3,2024-08-29 16:27:12.0,3,INK,Lorcana,,NA,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.4180987496861253,0,1.5819012503138747,TRUE,NA
Federico M. Cugliari,Into the Inklands,"Storyborn, Villain",2024-02-23T12:00,,3,Sapphire,,https://lorcana-api.com/images/flintheart_glomgold/flintheart_glomgold-large.png,4,TRUE,Flintheart Glomgold - Lone Cheater,Character,2,Uncommon,"""Nobody tells Flintheart Glomgold what to do!""",INK-140,140,"They'll Never See It Coming! - During your turn, this character gains Evasive. (They can challenge characters with Evasive.",4,2024-08-29 16:27:12.0,3,INK,Lorcana,,NA,7,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,3.5173457598436952,0,0.48265424015630476,FALSE,NA
Amber Kommavongsa,Into the Inklands,"Storyborn, Alien, Captain",2024-02-23T12:00,,3,Sapphire,,https://lorcana-api.com/images/captain_amelia/first_in_command/captain_amelia-first_in_command-large.png,3,TRUE,Captain Amelia - First in Command,Character,1,Common,"""I've spotted a strange structure on the horizon. Hard to port, helmsman!""",INK-138,138,"Discipline - During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",5,2024-08-29 16:27:12.0,1,INK,Lorcana,,NA,6,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.4180987496861253,0,0.5819012503138747,FALSE,NA
Richelle Canto,Into the Inklands,"Storyborn, Ally",2024-02-23T12:00,"Ward, ",3,Sapphire,,https://lorcana-api.com/images/audrey_ramirez/the_engineer/audrey_ramirez-the_engineer-large.png,5,TRUE,Audrey Ramirez - The Engineer,Character,2,Rare,"""How'd you break this thing, anyway?""",INK-137,137,"Ward (Opponents can't choose this character except to challenge.)

Spare Parts - Whenever this character quests, ready one of your items.",5,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,7,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,3.5173457598436952,0.7160993312519718,0.7665549089043333,FALSE,NA
Denny Minonne,Into the Inklands,"Storyborn, Ally",2024-02-23T12:00,,3,Ruby,,https://lorcana-api.com/images/trigger/not-so-sharp_shooter/trigger-not-so-sharp_shooter-large.png,2,TRUE,Trigger - Not-So-Sharp Shooter,Character,1,Uncommon,"""Criminently, Trigger! Point that peashooter the other way.""
-Sheriff of Nottingham",INK-126,126,Old Betsy - Your characters named Nutsy get +1{l}.,1,2024-08-29 16:27:12.0,3,INK,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.463740757262313,0,0.5362592427376871,FALSE,NA
Luca Pinelli,Into the Inklands,"Storyborn, Ally",2024-02-23T12:00,"Evasive, ",3,Ruby,,https://lorcana-api.com/images/slightly/lost_boy/slightly-lost_boy-large.png,4,TRUE,Slightly - Lost Boy,Character,1,Uncommon,"""Pirates sure are easy to trick!""",INK-124,124,"The Fox - If you have a character named Peter Pan in play, you pay 1{i} less to play this character.

Evasive (Only characters with Evasive can challenge this character.)",3,2024-08-29 16:27:12.0,4,INK,Lorcana,,NA,7,0,0,0,1,0,0,0,0,0,0,0,TRUE,1,2.8952777458980323,1.104039930622216,6.82323479751723e-4,FALSE,NA
Carmine Pucci,Into the Inklands,"Storyborn, Villain, Alien, Pirate",2024-02-23T12:00,,3,Ruby,,https://lorcana-api.com/images/scroop/backstabber/scroop-backstabber-large.png,5,TRUE,Scroop - Backstabber,Character,2,Uncommon,"Always keep him in front of you. And downwind, if possible.",INK-122,122,"Brute - While this character has damage, he gets +3{s}.",5,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,7,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,3.5173457598436952,0,1.4826542401563048,FALSE,NA
Randy Bishop,Into the Inklands,"Dreamborn, Hero, Prince",2024-02-23T12:00,,3,Ruby,,https://lorcana-api.com/images/prince_eric/expert_helmsman/prince_eric-expert_helmsman-large.png,4,FALSE,Prince Eric - Expert Helmsman,Character,2,Super Rare,"The storm came out of nowhere, forcing Eric to turn back before he reached the mysterious structure at the edge of Lorcana.",INK-121,121,"Surprise Maneuver - When this character is banished, you may banish chosen character.",2,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.085808771207976,0,1.9141912287920242,FALSE,NA
Simone Buonfantino,Into the Inklands,"Floodborn, Hero",2024-02-23T12:00,"Shift 4, Evasive, ",3,Ruby,,https://lorcana-api.com/images/peter_pan/pirate's_bane/peter_pan-pirate's_bane-large.png,6,TRUE,Peter Pan - Pirate's Bane,Character,2,Rare,NA,INK-120,120,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Peter Pan.)

Evasive (Only characters with Evasive can challenge this character.)

You're Next! - Whenever he challenges a Pirate character, this character takes no damage from the challenge.",5,2024-08-29 16:27:12.0,4,INK,Lorcana,,NA,9,0,0,2,1,0,0,0,0,0,0,0,TRUE,1,4.4717037522675085,1.7420226148624534,-0.2137263671299614,FALSE,NA
Aubrey Archer,Into the Inklands,"Storyborn, Hero",2024-02-23T12:00,"Rush, ",3,Ruby,,https://lorcana-api.com/images/peter_pan/neve_land_hero/peter_pan-neve_land_hero-large.png,3,TRUE,Peter Pan - Never Land Hero,Character,2,Common,"With Peter, plans often meant diving headlong into danger.",INK-119,119,"Rush (This character can challenge the turn they're played.)  Over Here, Tink - While you have a character named Tinker Bell in play, this character gets +2{s}.",3,2024-08-29 16:27:12.0,1,INK,Lorcana,,NA,4,0,0,0,0,0,1,0,0,0,0,0,TRUE,1,2.085808771207976,0.8407749819128572,0.07341624687916681,FALSE,NA
Grace Tran,Into the Inklands,"Floodborn, Hero, Princess, Captain",2024-02-23T12:00,"Shift 3, ",3,Ruby,,https://lorcana-api.com/images/moana/born_leader/moana-born_leader-large.png,5,TRUE,Moana - Born Leader,Character,2,Rare,NA,INK-116,116,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named Moana.)

Welcome To My Boat - Whenever this character quests while at a location, ready all other characters here, they can't quest for the rest of this turn.",4,2024-08-29 16:27:12.0,4,INK,Lorcana,,NA,8,0,0,2,0,0,0,0,0,0,0,0,TRUE,1,3.9945247560556014,0.6379826842402374,0.3674925597041616,FALSE,NA
Massimiliano Narciso,Into the Inklands,"Storyborn, Hero",2024-02-23T12:00,,3,Ruby,,https://lorcana-api.com/images/milo_thatch/spirited_scholar/milo_thatch-spirited_scholar-large.png,2,TRUE,Milo Thatch - Spirited Scholar,Character,1,Common,"""My grandpa never told me about this place!""",INK-115,115,"I'm Your Man! - While this character is at a location, he gets +2{s}.",2,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.463740757262313,0,0.5362592427376871,FALSE,NA
Sandara Tang,Into the Inklands,"Storyborn, Hero, Deity",2024-02-23T12:00,,3,Ruby,,https://lorcana-api.com/images/maui/whale/maui-whale-large.png,7,TRUE,Maui - Whale,Character,1,Rare,Always ready to make a splash.,INK-114,114,"This Mission Is Cursed - This character can't ready at the start of your turn.

I Got Your Back - 2{i}: Ready this character. He can't quest for the rest of the turn.",8,2024-08-29 16:27:12.0,8,INK,Lorcana,,NA,16,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,7.189888711805189,0,-0.18988871180518885,FALSE,NA
Rob Di Salvo,Into the Inklands,"Storyborn, Hero, Deity",2024-02-23T12:00,"Reckless, ",3,Ruby,,https://lorcana-api.com/images/maui/soaring_demigod/maui-soaring_demigod-large.png,3,FALSE,Maui - Soaring Demigod,Character,0,Uncommon,"""You got any more of those chickens hanging around?""",INK-113,113,"Reckless (This character can't quest and must challenge each turn if able.)

In Ma Belly - Whenever a character of yours named HeiHei quests, this character gets +1{l} and loses Reckless this turn.",2,2024-08-29 16:27:12.0,5,INK,Lorcana,,NA,7,0,0,0,0,0,0,0,0,0,0,1,TRUE,1,2.273209731952369,0.2297701518310222,0.4970201162166088,FALSE,NA
Jackie Droujko,Into the Inklands,"Storyborn, Villain",2024-02-23T12:00,,3,Ruby,,https://lorcana-api.com/images/madame_medusa/the_boss/madame_medusa-the_boss-large.png,6,FALSE,Madame Medusa - The Boss,Character,1,Super Rare,"""Finding lore will be as easy as taking candy from children.""",INK-112,112,"That Terrible Woman - When you play this character, banish chosen opposing character with 3{s} or less.",4,2024-08-29 16:27:12.0,4,INK,Lorcana,,NA,8,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,3.3724567421099385,0,2.6275432578900615,TRUE,NA
Brian Kesinger,Into the Inklands,"Storyborn, Pirate",2024-02-23T12:00,,3,Ruby,,https://lorcana-api.com/images/kakamora/menacing_sailor/kakamora-menacing_sailor-large.png,3,FALSE,Kakamora - Menacing Sailor,Character,1,Common,There's a bunch more where he came from.,INK-111,111,"Plunder - When you play this character, each opponent loses 1 lore.",2,2024-08-29 16:27:12.0,3,INK,Lorcana,,NA,5,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.9409197534742193,0,1.0590802465257807,FALSE,NA
"Veronica Di Lorenzo, Livio Cacciatore",Into the Inklands,"Storyborn, Hero",2024-02-23T12:00,,3,Ruby,,https://lorcana-api.com/images/jim_hawkins/space_traveler/jim_hawkins-space_traveler-large.png,5,TRUE,Jim Hawkins - Space Traveler,Character,2,Legendary,"""You're gonna rattle the stars, you are.""
-John Silver",INK-109,109,"This Is It! - When you play this character, you may play a location with cost 4 or less for free.

Take The Helm - Whenever you play a location, this character may move there for free.",4,2024-08-29 16:27:12.0,4,INK,Lorcana,,NA,8,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,3.9945247560556014,0,1.0054752439443986,FALSE,NA
Jochem van Gool,Into the Inklands,Storyborn,2024-02-23T12:00,,3,Ruby,,https://lorcana-api.com/images/hydra/deadly_serpent/hydra-deadly_serpent-large.png,6,FALSE,Hydra - Deadly Serpent,Character,2,Legendary,More heads are better than one.,INK-108,108,"Watch The Teeth - Whenever this character is dealt damage, deal that much damage to chosen opposing character.",5,2024-08-29 16:27:12.0,6,INK,Lorcana,,NA,11,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,5.426061744691321,0,0.5739382553086791,FALSE,NA
Jiahui Eva Gao,Into the Inklands,"Storyborn, Ally",2024-02-23T12:00,,3,Ruby,,https://lorcana-api.com/images/heihei/accidental_explorer/heihei-accidental_explorer-large.png,2,TRUE,HeiHei - Accidental Explorer,Character,1,Uncommon,Considering the coconut.,INK-107,107,"Mindless Wandering - Once per turn, when this character moves to a location, each opponent loses 1 lore.",2,2024-08-29 16:27:12.0,3,INK,Lorcana,,NA,5,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.9409197534742193,0,0.0590802465257807,FALSE,NA
Simone Buonfantino,Into the Inklands,"Dreamborn, Villain, Pirate, Captain",2024-02-23T12:00,,3,Ruby,,https://lorcana-api.com/images/captain_hook/master_swordsman/captain_hook-master_swordsman-large.png,5,TRUE,Captain Hook - Master Swordsman,Character,1,Rare,NA,INK-105,105,"Nemesis - During your turn, whenever this character banishes another character in a challenge, ready this character. He can't quest for the rest of this turn.

Man-To-Man - Characters named Peter Pan lose Evasive and can't gain Evasive.",4,2024-07-01 19:27:17.0,5,INK,Lorcana,"(enchanted, placeholder)",NA,9,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,3.8496357383218447,0,1.1503642616781553,FALSE,NA
Javi Salas,Into the Inklands,"Dreamborn, Hero, Princess",2024-02-23T12:00,"Evasive, ",3,Ruby,,https://lorcana-api.com/images/ariel/adventurous_collector/ariel-adventurous_collector-large.png,3,TRUE,Ariel - Adventurous Collector,Character,1,Super Rare,Shipwrecks are great places to find lore - and hide from sharks!,INK-103,103,"Evasive (Only characters with Evasive can challenge this character.)

Inspiring Voice - Whenever you play a song, chosen character of yours gains Evasive until the start of your next turn.",3,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,5,0,0,0,1,0,0,0,0,0,0,0,TRUE,1,1.9409197534742193,1.104039930622216,-0.04495968409643525,FALSE,NA
Ron Baird,Into the Inklands,"Storyborn, Ally",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/zazu/steward_of_the_pride_lands/zazu-steward_of_the_pride_lands-large.png,1,TRUE,Zazu - Steward of the Pride Lands,Character,1,Common,"""I'd be lyin' if I said I ran the place, but welcome to the Pride Lands all the same!""",INK-093,93,"It's Time To Go! - While this character is at a location, he gets +1{l}.",1,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,3,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0.9865617610504065,0,0.013438238949593506,FALSE,NA
Valentina Graziuso,Into the Inklands,"Storyborn, Ally",2024-02-23T12:00,"Evasive, ",3,Emerald,,https://lorcana-api.com/images/wildcat/mechanic/wildcat-mechanic-large.png,3,TRUE,Wildcat - Mechanic,Character,1,Uncommon,"""I can take anything apart in under 5 minutes!""",INK-092,92,"Evasive (Only characters with Evasive can challenge this character.)

Disassemble - {e}: Banish chosen item.",3,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,5,0,0,0,1,0,0,0,0,0,0,0,TRUE,1,1.9409197534742193,1.104039930622216,-0.04495968409643525,FALSE,NA
Matthew Robert Davies,Into the Inklands,"Dreamborn, Villain, Sorcerer",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/ursula/deceiver_of_all/ursula-deceiver_of_all-large.png,3,TRUE,Ursula - Deceiver of All,Character,1,Legendary,"""I don't want much - just the most powerful lore!""",INK-091,91,"What A Deal - Whenever this character sings a song, you may play that song again from your discard for free, then put it on the bottom of your deck.",3,2024-07-01 19:27:17.0,2,INK,Lorcana,"(enchanted, placeholder)",NA,5,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.9409197534742193,0,1.0590802465257807,TRUE,NA
Lisanne Koeteeuw,Into the Inklands,"Storyborn, Villain, Sorcerer",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/ursula/deceiver/ursula-deceiver-large.png,2,TRUE,Ursula - Deceiver,Character,1,Uncommon,NA,INK-090,90,"You'll Never Even Miss It - When you play this character, chosen opponent reveals their hand and discards a song card of your choice.",3,2024-08-29 16:27:12.0,1,INK,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.463740757262313,0,0.5362592427376871,TRUE,NA
Grace Tran,Into the Inklands,"Dreamborn, Hero, Alien",2024-02-23T12:00,"Evasive, ",3,Emerald,,https://lorcana-api.com/images/stitch/covert_agent/stitch-covert_agent-large.png,5,TRUE,Stitch - Covert Agent,Character,2,Rare,"For such a flashy dresser, he sure is hard to spot.",INK-089,89,"Evasive (Only characters with Evasive can challenge this character.)

Hide - While this character is at a location, he gains Ward. (Opponents can't choose them except to challenge.)",3,2024-08-29 16:27:12.0,3,INK,Lorcana,,NA,6,0,0,0,1,0,0,0,0,0,0,0,TRUE,1,3.0401667636317886,1.104039930622216,0.8557933057459954,FALSE,NA
Jochem van Gool,Into the Inklands,"Storyborn, Ally, Hyena",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/shenzi/hyena_pack_leader/shenzi-hyena_pack_leader-large.png,4,TRUE,Shenzi - Hyena Pack Leader,Character,1,Super Rare,"""Why not stick around for dinner?""",INK-085,85,"I'll Handle This - While this character is at a location, she gets +3{s}. What's The Hurry? - While this character is at a location, whenever she challenges another character, you may draw a card.",6,2024-08-29 16:27:12.0,0,INK,Lorcana,,NA,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.4180987496861253,0,1.5819012503138747,FALSE,NA
Koni,Into the Inklands,"Storyborn, Villain, Prince",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/prince_john/phony_king/prince_john-phony_king-large.png,5,FALSE,Prince John - Phony King,Character,2,Uncommon,"""Too late to be known as John the First, he's sure to be known as John the Worst!""
-Sheriff of Nottingham",INK-083,83,"Collect Taxes - Whenever this character quests, each opponent with more lore than you loses 2 lore.",4,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,3.0401667636317886,0,1.9598332363682114,FALSE,NA
Grace Tran,Into the Inklands,"Dreamborn, Hero",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/peter_pan/lost_boy_leader/peter_pan-lost_boy_leader-large.png,4,TRUE,Peter Pan - Lost Boy Leader,Character,1,Rare,"The Illumineers needed someone to find a missing spellbook, and Peter was the first to volunteer.",INK-082,82,"I Came To Listen To The Stories - Once per turn, when this character moves to a location, gain lore equal to that location's {l}.",3,2024-08-29 16:27:12.0,3,INK,Lorcana,,NA,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.4180987496861253,0,1.5819012503138747,FALSE,NA
Alan Batson,Into the Inklands,"Storyborn, Ally, Alien",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/morph/space_goo/morph-space_goo-large.png,2,TRUE,Morph - Space Goo,Character,1,Rare,"""You jiggle-headed blob of mischief!""
-John Silver",INK-081,81,Mimicry - You may play any character with Shift on this character as if this character had any name.,1,2024-07-01 19:27:17.0,2,INK,Lorcana,"(enchanted, placeholder)",NA,3,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,0.9865617610504065,0,1.0134382389495935,TRUE,NA
Valerio Buonfantino,Into the Inklands,"Floodborn, Hero, King",2024-02-23T12:00,"Shift 4, ",3,Emerald,,https://lorcana-api.com/images/milo_thatch/king_of_atlantis/milo_thatch-king_of_atlantis-large.png,7,FALSE,Milo Thatch - King of Atlantis,Character,3,Legendary,"""You don't know what you're tampering with.""",INK-080,80,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Milo Thatch.)

Take Them By Surprise - When this character is banished, return all opposing characters to their player's hands.",4,2024-08-29 16:27:12.0,4,INK,Lorcana,,NA,8,0,0,3,0,0,0,0,0,0,0,0,TRUE,1,4.616592770001264,0.9569740263603561,1.4264332036383793,FALSE,NA
Mike Parker,Into the Inklands,"Storyborn, Villain",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/lyle_tiberius_rourke/cunning_mercenary/lyle_tiberius_rourke-cunning_mercenary-large.png,3,FALSE,Lyle Tiberius Rourke - Cunning Mercenary,Character,1,Super Rare,NA,INK-078,78,"Well, Now You Know - When you play this character, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)

Thanks For Volunteering - Whenever one of your other characters is banished, each opponent loses 1 lore.",4,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,6,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.4180987496861253,0,0.5819012503138747,TRUE,NA
Jake Parker,Into the Inklands,"Storyborn, Ally",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/kit_clouckicker/tough_guy/kit_clouckicker-tough_guy-large.png,3,TRUE,Kit Cloudkicker - Tough Guy,Character,1,Uncommon,"""It's been fun, guys, but I got to be going. Yahoooo!""",INK-077,77,"Skysurfing - When you play this character, you may return chosen opposing character with 2{s} or less to their player's hand.",2,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.463740757262313,0,1.536259242737687,TRUE,NA
Brian Kesinger,Into the Inklands,"Dreamborn, Ally",2024-02-23T12:00,"Ward, ",3,Emerald,,https://lorcana-api.com/images/jetsam/riffraff/jetsam-riffraff-large.png,3,TRUE,Jetsam - Riffraff,Character,2,Common,"""There must be powerful lore here, very powerful.""",INK-076,76,"Ward (Opponents can't choose this character except to challenge.)

Eerie Pair - Your characters named Flotsam gain Ward.",2,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,4,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,2.085808771207976,0.7160993312519718,0.1980918975400523,FALSE,NA
Kasia Brzezinska,Into the Inklands,"Storyborn, Villain",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/helga_sinclair/vengeful_partner/helga_sinclair-vengeful_partner-large.png,2,TRUE,Helga Sinclair - Vengeful Partner,Character,1,Rare,"""You said we were in this together!""",INK-075,75,"Nothing Personal - When this character is challenged and banished, banish the challenging character.",1,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,3,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0.9865617610504065,0,1.0134382389495935,FALSE,NA
Alice Pisoni,Into the Inklands,"Floodborn, Villain",2024-02-23T12:00,"Shift 3, ",3,Emerald,,https://lorcana-api.com/images/helga_sinclair/femme_fatale/helga_sinclair-femme_fatale-large.png,5,FALSE,Helga Sinclair - Femme Fatale,Character,2,Super Rare,NA,INK-074,74,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named Helga Sinclair.)

This Changes Everything - Whenever this character quests, you may deal 3 damage to chosen damaged character.",4,2024-08-29 16:27:12.0,4,INK,Lorcana,,NA,8,0,0,2,0,0,0,0,0,0,0,0,TRUE,1,3.9945247560556014,0.6379826842402374,0.3674925597041616,FALSE,NA
Denny Minonne,Into the Inklands,"Storyborn, Ally",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/friar_tuck/priest_of_nottingham/friar_tuck-priest_of_nottingham-large.png,4,TRUE,Friar Tuck - Priest of Nottingham,Character,2,Uncommon,"""Get outta my church! Out! Out! Out!""",INK-073,73,"You Thieving Scoundrel - When you play this character, the player or players with the most cards in their hand chooses and discards a card.",4,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,3.0401667636317886,0,0.9598332363682114,TRUE,NA
Brian Kensinger,Into the Inklands,"Dreamborn, Ally",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/flotsam/riffraff/flotsam-riffraff-large.png,3,TRUE,Flotsam - Riffraff,Character,1,Common,"""Ursula needs lore to complete her plan. . . .""",INK-072,72,Eerie Pair - Your characters named Jetsam get +3{s}.,2,2024-08-29 16:27:12.0,5,INK,Lorcana,,NA,7,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.8952777458980323,0,0.10472225410196767,FALSE,NA
"Massimiliano Narciso, Marieke Ferrari",Into the Inklands,Storyborn,2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/cursed_merfolk/ursula's_handiwork/cursed_merfolk-ursula's_handiwork-large.png,1,FALSE,Cursed Merfolk - Ursula's Handiwork,Character,2,Rare,"""Now it's happened once or twice, someone couldn't pay the price . . .""
-Ursula",INK-070,70,"Poor Souls - Whenever this character is challenged, each opponent chooses and discards a card.",1,2024-08-29 16:27:12.0,0,INK,Lorcana,,NA,1,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0.654271782572257,0,0.34572821742774296,TRUE,NA
Wouter Bruneel,Into the Inklands,"Storyborn, Ally",2024-02-23T12:00,,3,Emerald,,https://lorcana-api.com/images/cubby/mighty_lost_boy/cubby-mighty_lost_boy-large.png,4,TRUE,Cubby - Mighty Lost Boy,Character,1,Common,"With Peter holding off Hook, Cubby did what he does best: break stuff.",INK-069,69,"The Bear - Whenever this character moves to a location, he gets +3{s} this turn.",5,2024-08-29 16:27:12.0,3,INK,Lorcana,,NA,8,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,3.3724567421099385,0,0.6275432578900615,FALSE,NA
John Loren,Into the Inklands,"Dreamborn, Villain, Sorcerer",2024-02-23T12:00,,3,Amethyst,,https://lorcana-api.com/images/ursula/sea_witch/ursula-sea_witch-large.png,3,FALSE,Ursula - Sea Witch,Character,1,Rare,The secret contract has already been written,INK-059,59,"You're Too Late - Whenever this character quests, chosen opposing character can't ready at the start of their next turn.",3,2024-08-29 16:27:12.0,3,INK,Lorcana,,NA,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.4180987496861253,0,0.5819012503138747,FALSE,NA
Hedvig H?ggman-Sund,Into the Inklands,Storyborn,2024-02-23T12:00,,3,Amethyst,,https://lorcana-api.com/images/treasure_guardian/protector_of_the_cave/treasure_guardian-protector_of_the_cave-large.png,4,FALSE,Treasure Guardian - Protector of the Cave,Character,2,Rare,"""Only one may enter here.""",INK-058,58,Who Disturbs MY Slumber? - This character can't challenge or quest unless it is at a location.,6,2024-08-29 16:27:12.0,6,INK,Lorcana,,NA,12,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,5.903240740903227,0,-1.903240740903227,FALSE,NA
"Jared Nickerl, Alice Pisoni",Into the Inklands,"Storyborn, Titan",2024-02-23T12:00,"Evasive, ",3,Amethyst,,https://lorcana-api.com/images/stratos/tornado_titan/stratos-tornado_titan-large.png,5,TRUE,Stratos - Tornado Titan,Character,0,Rare,"""Blow Zeus away!""",INK-055,55,"Evasive (Only characters with Evasive can challenge this character.)

Cyclone - {e}: Gain lore equal to the number of Titan characters you have in play.",4,2024-08-29 16:27:12.0,4,INK,Lorcana,,NA,8,0,0,0,1,0,0,0,0,0,0,0,TRUE,1,2.750388728164275,1.104039930622216,1.145571341213509,FALSE,NA
Otto Paredes,Into the Inklands,"Dreamborn, Mentor, Sorcerer",2024-02-23T12:00,"Challenger 3, ",3,Amethyst,,https://lorcana-api.com/images/rafiki/mystical_fighter/rafiki-mystical_fighter-large.png,1,TRUE,Rafiki - Mystical Fighter,Character,1,Rare,Mind the stick!,INK-054,54,"Challenger +3 (While challenging, this character gets +3{s}.)  Ancient Skills - Whenever he challenges a Hyena character, this character takes no damage from the challenge.",2,2024-08-29 16:27:12.0,0,INK,Lorcana,,NA,2,0,0,0,0,3,0,0,0,0,0,0,TRUE,1,0.5093827648385002,0.9462240916434781,-0.4556068564819783,TRUE,NA
Danny Minonne,Into the Inklands,"Storyborn, Ally",2024-02-23T12:00,,3,Amethyst,,https://lorcana-api.com/images/pua/potbellied_buddy/pua-potbellied_buddy-large.png,2,TRUE,Pua - Potbellied Buddy,Character,2,Common,"Always ready to lend a hand . . . er, snout.",INK-053,53,"Always There - When this character is banished, you may shuffle this card into your deck.",2,2024-08-29 16:27:12.0,2,INK,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.085808771207976,0,-0.08580877120797581,FALSE,NA
